Run,Assay Type,AvgSpotLen,Bases,Batch,BioProject,biopsy,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,study_arm,tissue
SRR12604217,RNA-Seq,300,14657718300,1,PRJNA662072,0,SAMN16073834,4489123094,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9087930,GSM4771171,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771171,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604218,RNA-Seq,300,14516652900,1,PRJNA662072,0,SAMN16073833,4416795636,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9087931,GSM4771172,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771172,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604219,RNA-Seq,300,14648081700,1,PRJNA662072,0,SAMN16073831,4508330695,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087932,GSM4771173,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771173,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604220,RNA-Seq,300,13507919400,1,PRJNA662072,0,SAMN16073873,4124116163,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9087933,GSM4771174,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771174,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604221,RNA-Seq,300,13973016300,1,PRJNA662072,0,SAMN16073872,4250186800,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9087934,GSM4771175,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771175,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604222,RNA-Seq,300,42025396500,1,PRJNA662072,0,SAMN16073832,12822628274,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087935,GSM4771176,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771176,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604223,RNA-Seq,300,13406942700,1,PRJNA662072,0,SAMN16073871,4100908291,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9087936,GSM4771177,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771177,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604224,RNA-Seq,300,14202503100,1,PRJNA662072,0,SAMN16073870,4345744925,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087937,GSM4771178,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771178,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604225,RNA-Seq,300,14869925700,1,PRJNA662072,0,SAMN16073869,4523863913,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087938,GSM4771179,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771179,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604226,RNA-Seq,300,14223690600,1,PRJNA662072,0,SAMN16073868,4291163426,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9087939,GSM4771180,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771180,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604227,RNA-Seq,300,14150049900,1,PRJNA662072,0,SAMN16073867,4343250461,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9087940,GSM4771181,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771181,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
